full_text,english_text
timnas indonesia dan shin tae yong berpisah ketum pssi erick thohir menyebut risiko akan hal itu pasti ada tapi lebih baik diambil daripada menyesal ,Indonesian national team and Shin Tae Yong separated PSSI Chairman Erick Thohir said that the risk of it must be there but it is better to be taken than regret
usai pecat shin tae yong pssi tak main main patrick kluivert diberi target tinggi selama jadi pelatih timnas indonesia ,After fired Shin Tae Yong PSSI did not play Patrick Kluivert was given a high target while becoming a coach of the Indonesian national team
bek timnas indonesia rizky ridho mengatakan shin tae yong bukan sekadar pelatih tapi sudah seperti orang tuanya sendiri ridho kini tak akan bisa lagi merasakan polesan shin tae yong pssi sudah mendepaknya dari kursi pelatih timnas indonesia per hari senin 06 01 2025 ,Indonesian national team defender Rizky Ridho said Shin Tae Yong is not just a coach but it is like his own parents Ridho will no longer be able to feel Shin Tae Yong PSSI has been able to get him from the chair of the Indonesian national team coach per Monday 06 01 2025
mereka bukan pencinta timnas tapi pencinta shin tae yong,They are not lover of the national team but lover Shin Tae Yong
 kehilangan coach shin tae yong adalah kehilangan besar bagi timnas tetapi semoga semangat dan perjuangannya terus menginspirasi pemain ,Losing coach Shin Tae Yong is a big loss for the national team but hopefully his enthusiasm and struggle continue to inspire players
ini memang tas gunung untuk dibawa naik gunung tapi kalau beli tas ini untuk persiapan mudik lebaran yang tinggal beberapa bulan lagi oke oke saja malah muat banyak barang bawaan here we go pssi shin tae yong,"This is indeed a mountain bag to carry up the mountain but if you buy this bag to prepare for the Lebaran homecoming which is only a few months away okay, just fit a lot of luggage here we go PSSI Shin Tae Yong"
masih kebayang shin tae yong berjuang dari minus untuk timnas,Still imagined Shin Tae Yong struggled from minus for the national team
ga paham soal bola tapi tau kalo shin tae yong udah bawa timnas melambung tinggi apa ini jawaban dari tagar tagar laknat berapa waktu lalu keseelllll pemecatan shin tae yong oleh pssi jawaban tagar styout ,I don't understand about the ball but know that Shin Tae Yong has brought the national team to soar that this is the answer from the hashtag hashtags how many times ago the dismissal of Shin Tae Yong by PSSI Answer Tagar Styout
type pencinta shin tae yong gak tau malu ,Type Lover Shin Tae Yong is not shameless
yang gak bisa kerja polisi yang dipecat shin tae yong,who can't work for the police who was fired by Shin Tae Yong
almarhum ibu dulu suka bilang jangan ajarkan aku takut kehilangan ajarkan aku melepas tanpa penyesalan so kamsahamnida shin tae yong in erick tohir we trust not for pssi ,The late mother used to say don't teach me afraid of losing me to let me take off without regret so Kamsahamnida Shin Tae Yong in Erick Tohir We Trust Not For PSSI
nah kan shin tae yong dpr ri berencana memanggil pssi dalam waktu dekat untuk meminta penjelasan terkait keputusan pemecatan shin tae yong sty sebagai pelatih tim nasional indonesi sumber ,"Well, right Shin Tae Yong, DPR RI plans to call PSSI in the near future to ask for an explanation regarding the decision to dismiss Shin Tae Yong Sty as the coach of the Indonesian National Team Source"
perjalanan shin tae yong bersama timnas indonesia resmi berakhir pelatih asal korea selatan itu harus mengucapkan selamat tinggal setelah pssi memutuskan untuk mengakhiri kerja sama yang sudah berlangsung selama lima tahun stystay shintaeyong pssi sportalavista coin303 ,Shin Tae Yong's journey with the official Indonesian national team ended the South Korean coach must say goodbye after PSSI decided to end the cooperation that had lasted for five years Shintaeyong PSSI Sportalavista Coin303 Stystay
kenangan dan pelajaran terbaik marc klok dari shin tae yong shintaeyong marcklok ,Marc Klok's Best Memories and Lessons from Shin Tae Yong Shintaeyong Marcklok
terima kasih coach shin tae yong terima kasih untuk dedikasi kerja keras dan pencapaian luar biasa selama menangani timnas anda telah membawa semangat baru dan kebanggaan bagi sepak bola indonesia thankyoushintaeyong gamsahabnida,Thank you Coach Shin Tae Yong Thank you for the dedication of hard work and extraordinary achievements while handling the national team you have brought new enthusiasm and pride for Indonesian football thanks
 semogaa indonesia kalah kualifikasi piala dunia fifa 2026 dan gugur dari piala dunia aminn terimakasih shin tae yong,Hopefully Indonesia will lose the FIFA 2026 World Cup qualification and fall from the Aminn World Cup thank you Shin Tae Yong
biasanya ak kalau lg galau buka karena postingannya menghibur tapi malem ini aku ga sanggup guys timeline dari atas sampe bawah coach shin tae yong semua for me timnas isn just football team it ma source of motivation and happiness when my world feels messed up ,"Usually, if you are upset, it's open because the post is entertaining, but this night I can not guys the timeline from above to the bottom of the coach Shin Tae Yong all for me the national team is just football team it ma source of motivation and happiness when my world feels messed up"
 kita kebantai 4 0 un liat aja ntar,"we are a relative 4 0 un, just look at it"
 sedih banget nggak sih ditinggalin sama shin tae yong,Sadly Banget Nggak Sih was abducted with Shin Tae Yong
yaampun sedih bgt liat berita coach shin tae yong ,ya until it's sad to see the news of the coach shin tae yong
shin tae yong resmi dipecat akhir perjalanan bersama timnas indonesia ,Shin Tae Yong was officially fired at the end of the Indonesian national team
9 alasan lengkap mengapa shin tae yong dipecat dari timnas indonesia ,9 complete reasons why Shin Tae Yong was fired from the Indonesian national team
luka hati kami sama kenapa tidak biarkan coach shin tae yong berperang sampai akhir menuntaskan misinya menuju piala dunia dimana chance masi terbuka lebar malah memecat dan mengganti pelatih yang bahkan tidak jauh lebih bagus dari coach shin tae yong ,Our heart's wounds are the same why not let Coach Shin Tae Yong fight until the end completed his mission to the World Cup where Chance was still wide open instead fired and replaced the coach who was not even better than Coach Shin Tae Yong
kemudian puncaknya adalah pada kegagalan piala aff walaupun itu bisa diperdebatkan tapi mungkin pssi berfikir inilah saatnya yang tepat untuk pemecatan kursi kepelatihan shin tae yong ,Then the peak is in the failure of the AFF Cup even though it can be debated but maybe PSSI thinks this is the right time to dismiss Shin Tae Yong's coaching chair
makasih banget coach shin tae yong thankyousty,Thank you very much coach Shin Tae Yong Tankyousty
shin tae yong hari ini ,Shin Tae Yong today
pssi pecat shin tae yong arya sinulingga kita tidak cari popularitas ,PSSI Pecat Shin Tae Yong Arya Sinulingga We are not looking for popularity
setelah pssi mengumumkan pemecatan shin tae yong dari pelatih timnas indonesia istagram pssi dan erick thohir digeruduk mayoritas warganet mengungkap kekecewaan atas pemutusan kontrak pssi dengan sty sejumlah pemain timnas indonesia juga mengungkap kesedihan lewat ,After PSSI announced the dismissal of Shin Tae Yong from the Indonesian National Team Coach Istagram PSSI and Erick Thohir were in the majority of citizens revealing disappointment over the termination of PSSI contracts with the style of a number of Indonesian national team players also revealed sadness through
erick thohir angkat bicara isu pencopotan shin tae yong karena tekanan mafia bola dan exco executive committee pssi dibantah keras erick mengatakan ia adalah pemimpin yang tidak bisa ditekan pihak manapun detiksport pssi erickthohir shintaeyong ,Erick Thohir spoke up the issue of the removal of Shin Tae Yong because the pressure of the ball mafia and Exco Executive Committee PSSI was strongly denied Erick said he was a leader who could not be pressured by any party detikSport PSSI Erickthohir Shintaeyong
kapten timnas indonesi jay idzes mengucapkan terima kasih ke shin tae yong apa yang dikatakan simak di sini jayidzes sty detikcom timnasindonesia ,Indonesian national team captain Jay Idzes thanked Shin Tae Yong what was said to see here Jayidzes Sty AFP
dalam sepekan terakhir ini banyak berita yang menjadi perhatian nah 5 berita ini menjadi topik yang paling dicari mulai dari shin tae yong dipecat pssi hingga 4 penembak bos rental mobil ditangkap inews news beritapopuler populer rentalmobil rent pssi sty shintaeyong ,In the past week a lot of news has been a concern now that these 5 news has become the most sought -after topic ranging from Shin Tae Yong fired by PSSI up to 4 Shooters of Car Rental Bosts Arrested Inews News Popular RentalMobil Rent PSSI Sty Shintaeyong
pssi resmi akhiri kerja sama dengan shin tae yong siapkan pengganti untuk lanjutkan misi timnas indonesia ,PSSI officially ended cooperation with Shin Tae Yong to prepare a replacement to continue the Indonesian national team mission
 mengintip sisi gelap patrick kluivert calon pengganti shin tae yong di timnas indonesia punya utang judi rp16 8 miliar ,Peek at the dark side of Patrick Kluivert candidate for successor Shin Tae Yong in the Indonesian national team has a gambling debt of Rp16 8 billion
jangan jangan pemecatan shin tae yong ini buat pengalihan isu atas pelaksanaan mbg yg masih gimana gimana gitu ,Don't dismiss Shin Tae Yong for the transfer of the issue of the implementation of the MBG which is still what
belum diresmikan sudah patrickkluivertout duluan kita prediksi dulu semoga dah bawa perubahan besar pilihan yang maha pssi sejauh mana patrick kluivert melangkah jika dibandingkan dengan shin tae yong yang dipecat dengan tega oleh erick thohir ,"It has not been inaugurated Patrickkluivertout first, we predict first, hopefully it will bring a major change in the Almighty PSSI choice"
oohh ini salah satu alasan shin tae yong out dari pelatih timnas indonesia ,Oohh is one of the reasons Shin Tae Yong is out of the Indonesian national team coach
psti desak pssi transparan terkait pemecatan shin tae yong ,PSTI Urges Transparent PSSI Regarding Shin Tae Yong Dismissal
perbandingan prestasi shin tae yong dan patrick kluivert siapa lebih baik untuk timnas indonesia shintaeyong,Comparison of Shin Tae Yong and Patrick Kluivert's achievements who are better for the Indonesian national team Shintaeyong
kcic minta maaf usai akun resminya ikut mengumpat pemecatan shin tae yong ,KCIC apologized after his official account joined in cursing the dismissal of Shin Tae Yong
hal ini dilakukan agar indonesia bisa lebih baik dalam menghadapi empat pertandingan tersisa di grup putaran ketiga kualifikasi piala dunia 2026 zona asia di mana performa tim di bawah shin tae yong belum maksimal dengan hanya mengumpulkan enam poin dari enam pertandingan,This is done so that Indonesia can be better in the face of the four remaining matches in the third round of the 2026 Asian World Cup qualifiers where the team's performance under Shin Tae Yong has not been maximized by only collecting six points from six matches
hari ini cuman jadi awal week day yg menyenangkan untuk et jajaran kepengurusan pssi selebihnya mereka akan menanggung hisab berat di akhirat karna udah nyakitin banyak perasaan org2 yg percaya dengan shin tae yong ,"Today is only the beginning of a pleasant week day for the management of PSSI management, the rest they will bear the heavy reckoning in the hereafter because they have hurt a lot of feelings of people who believe in Shin Tae Yong"
 mengintip sisi gelap patrick kluivert calon pengganti shin tae yong di timnas indonesia punya utang judi rp16 8 miliar ,Peek at the dark side of Patrick Kluivert candidate for successor Shin Tae Yong in the Indonesian national team has a gambling debt of Rp16 8 billion
 mengintip sisi gelap patrick kluivert calon pengganti shin tae yong di timnas indonesia punya utang judi rp16 8 miliar ,Peek at the dark side of Patrick Kluivert candidate for successor Shin Tae Yong in the Indonesian national team has a gambling debt of Rp16 8 billion
shin tae yong dipecat semakin membuat saya pesimis akan negeri ini ,Shin Tae Yong fired increasingly makes me pessimistic about this country
pssi memutuskan untuk mengakhiri kerja sama dengan shin tae yong sebagai pelatih timnas indonesia setelah melalui pertimbangan dan evaluasi yang panjang ,PSSI decided to end the cooperation with Shin Tae Yong as the Indonesian national team coach after going through long considerations and evaluation
shin tae yong aja kena layoff ,assaughter
mengintip sisi gelap patrick kluivert calon pengganti shin tae yong di timnas indonesia punya utang judi rp16 8 miliar ,Peek at the dark side of Patrick Kluivert candidate for successor Shin Tae Yong in the Indonesian national team has a gambling debt of Rp16 8 billion
pasca shin tae yong dipecat psti sebut pssi kurang serius kelola sepak bola indonesia ,"After Shin Tae Yong was fired by PSSI, PSSI was less serious in managing Indonesian football"
slot gacor sekolah hari ini slot terpecaya alasannya mudah maxwin pola amp rtp shin tae yong link slot gacor ,Today's School of School Gacor Slot Slot is Easy The reason is easy Maxwin Pattern AMP RTP Shin Tae Yong Link Slot Gacor
 mengintip sisi gelap patrick kluivert calon pengganti shin tae yong di timnas indonesia punya utang judi rp16 8 miliar ,Peek at the dark side of Patrick Kluivert candidate for successor Shin Tae Yong in the Indonesian national team has a gambling debt of Rp16 8 billion
 mengintip sisi gelap patrick kluivert calon pengganti shin tae yong di timnas indonesia punya utang judi rp16 8 miliar ,Peek at the dark side of Patrick Kluivert candidate for successor Shin Tae Yong in the Indonesian national team has a gambling debt of Rp16 8 billion
pengumuman mengenai aktivitas coach shin tae yong segala dipakein lagu jiwaru days ,"Announcement about Coach Shin Tae Yong's activities, everything is used by the song Jiwaru Days"
 mengintip sisi gelap patrick kluivert calon pengganti shin tae yong di timnas indonesia punya utang judi rp16 8 miliar ,Peek at the dark side of Patrick Kluivert candidate for successor Shin Tae Yong in the Indonesian national team has a gambling debt of Rp16 8 billion
nasib golden visa shin tae yong pemberian jokowi erick thohir bukan tupoksi kami baca selengkapnya disini ,The fate of Golden Visa Shin Tae Yong gave Jokowi Erick Thohir is not Tupoksi we read more here
 mengintip sisi gelap patrick kluivert calon pengganti shin tae yong di timnas indonesia punya utang judi rp16 8 miliar ,Peek at the dark side of Patrick Kluivert candidate for successor Shin Tae Yong in the Indonesian national team has a gambling debt of Rp16 8 billion
yang mecat si et tapi yang ngerasa ga enak sama shin tae yong akunya aku ga ngerti bola tapi kalau aku lihat shin tae yong membawa perubahan yang lebih baik buat timnas indonesia makasih ya coach dan maaf atas hal ini ,"the one who fits the ET but the one who feels uncomfortable with Shin Tae Yong, I don't understand the ball, but if I see Shin Tae Yong brings better changes for the Indonesian national team, thanks for Coach and sorry for this matter"
sebut fabrizio dengan kata tak pantas whoosh beri klarifikasi tapi warganet minta jangan pecat adminnya shin tae yong susunya van gaal pemanasan towel fabrizio erick thohir pssi lawak terimakasihsty frank de boer kuliah,"Call Fabrizio with the inappropriate word Whoosh gives clarification but citizens ask not to fire the admin Shin Tae Yong, the milk Van Gaal Warm Fabrizio Erick Thohir Pssi Lawak Thank you Frank De Boer Lecture"
asuransi kesehatan sangat penting untuk menjamin biaya pengobatan rutin bagi penderita penyakit kronis seperti diabetes dan hipertensi axa mandiri axamandiri amanterlindungi axa mandiri mandiri shin tae yong ,Health insurance is very important to ensure routine medical costs for people with chronic diseases such as diabetes and hypertension Axa Mandiri Axamandiri Amanter Dota Axa Mandiri Shin Tae Yong
ada beberapa nama kuat sebagai kandidat pengganti shin tae yong sebagai pelatih kepala timnas indonesia di antaranya patrick kluivert ,There are several strong names as a candidate to replace Shin Tae Yong as the head coach of the Indonesian national team including Patrick Kluivert
lindungi diri dan keluarga dengan asuransi kesehatan nikmati perlindungan medis lengkap tanpa perlu khawatir dengan biaya tinggi axa mandiri axamandiri amanterlindungi axa mandiri mandiri shin tae yong ,Protect yourself and family with Health Insurance Enjoy complete medical protection without worrying about the high cost of AXA Mandiri Axamandiri Amanterlotan Axa Mandiri Shin Tae Yong
hajar aja mbak whoosh gitu tuman shin tae yong susunya lok ntah dimana potret rakyat kecil vs 300 ,"just beaten miss whoosh so tuman shin tae yong milk lok, where is the portrait of small people vs. 300"
terima kasih mr shin tae yong atas dedikasi nya sudah memajukan sepakbola indonesia sudah mengembalikan ghairah masyarakat buat dukung timnas lagi sudah menjadikan timnas kita lolos melaju jauh sampe saat ini menuju piala dunia smoga sukes terus mr pssi smoga makin bener ,"Thank you Mr. Shin Tae Yong for his dedication for advancing Indonesian football for returning the public to support the national team again for making our national team qualify far away until now towards the World Cup, hopefully Sukes continues, MR PSSI will be more correct"
asuransi kesehatan memungkinkan anda menerima perawatan medis segera saat mengalami kecelakaan atau penyakit tertentu tanpa perlu khawatir soal biaya axa mandiri axamandiri amanterlindungi axa mandiri mandiri shin tae yong ,Health insurance allows you to receive medical treatment immediately when having a certain accident or disease without worrying about the cost of Axa Mandiri Axamandiri Amanterlotan Axa Mandiri Shin Tae Yong
pssi pecat shin tae yong keputusan kontroversial yang mengguncang timnas kabar mengejutkan datang dari pssi pada 6 januari 2025 federasi sepak bola indonesia ini secara resmi mengakhiri kerja sama dengan pelatih timnas shin tae yong pemecatan ini dilakukan setelah evaluasi ,"PSSI Pecat Shin Tae Yong The controversial decision that shook the national team shocking news came from PSSI on January 6, 2025 This Indonesian Football Federation officially ended cooperation with national team coach Shin Tae Yong this dismissal was carried out after the evaluation"
 begini respons shin tae yong usai dipecat pssi ,This is Shin Tae Yong's response after being fired by PSSI
 begini respons shin tae yong usai dipecat pssi ,This is Shin Tae Yong's response after being fired by PSSI
ini dosa besar shin tae yong yang membuatnya dipecat pssi ,This is Shin Tae Yong's big sin that made him fired by PSSI
sederet prestasi dan rekor shin tae yong bersama timnas indonesia timnasindonesia pssi shintaeyong sty prestasitimnasindonesiabersamasty ,A series of achievements and records of Shin Tae Yong with the Indonesian National Team of the Indonesian National Team PSSI Shintaeyong Sty PrestasitimnasindonesiaBersamasty
 semoga sehat selalu coach shin tae yong ,good luck always coach shin tae yong
bersama sty shin tae yong timnas makin maju perjanjian kerja hingga 2027 tiba tiba dipecat di tengah jalan mau sedih memang beginilah keadaan negeri ,"Together with Sty Shin Tae Yong, the national team is increasingly advanced by the work agreement until 2027 suddenly fired in the middle of the road to be sad indeed this is the state of the country"
masih inget sampai sekarang sejak ada coach shin tae yong jd suka nntn pertandingan bola nonton bareng sama bapak pake laptop jarang banget ada waktu sama bapak sekalinya ada waktu disaat ada pertandingan bola ,"Still remember until now since there is a coach Shin Tae Yong so I like the ball match watching together with you using a laptop, it's very time to have time with the father once there is time when there is a soccer match when there is a soccer match"
timnas indonesia dan shin tae yong berpisah skuad garuda masih jalani ronde ketiga kualifikasi piala dunia 2026 pssi sudah hitung risikonya ,Indonesian national team and Shin Tae Yong separated the Garuda squad still live the third round of the 2026 World Cup Qualifiers PSSI has calculated the risk
nova arianto yang merupakan salah satu tangan kanan di timnas menyampaikan terima kasih kepada sty nova mengaku banyak mendapat pelajaran dari shin tae yong dalam dunia kepelatihan ,"Nova Arianto, who is one of the right hands in the national team, expressed his gratitude to Sty Nova, admitted that he received a lot of lessons from Shin Tae Yong in the world of coaching"
nova arianto yang merupakan salah satu tangan kanan di timnas menyampaikan terima kasih kepada sty nova mengaku banyak mendapat pelajaran dari shin tae yong dalam dunia kepelatihan ,"Nova Arianto, who is one of the right hands in the national team, expressed his gratitude to Sty Nova, admitted that he received a lot of lessons from Shin Tae Yong in the world of coaching"
heboh akun resmi whoosh beri komentar negatif soal patrick kluivert di kcic minta maaf shin tae yong pssi,WHOOSH's official account gave a negative comment about Patrick Kluivert on KCIC apologize Shin Tae Yong PSSI
shin tae yong telah mencatatkan namanya sebagai salah satu pelatih paling berpengaruh dalam sejarah perkembangan sepak bola indonesia resmi melatih timnas indonesia pada 28 desember 2019 pria asal korea selatan tersebut berhasil menorehkan perubahan besar pada perkembangan ,"Shin Tae Yong has listed his name as one of the most influential coaches in the history of the development of Indonesian football officially training the Indonesian national team on December 28, 2019 the man from South Korea succeeded in carving a major change in development"
sumpah baru kali ini nangisin pelatih bola sehat selalu coach shin tae yong ,The new oath this time is crying for a healthy ball coach always coach Shin Tae Yong
kesialan minford hari ini 1 shin tae yong dipecat pssi 2 patrick kluivert yang belum terbukti dalam kepelatihan menjadi pengganti shin tae yong 3 rumah tetangga minford beda 2 rumah kena petir ,"Minford's misfortune today 1 Shin Tae Yong was fired by PSSI 2 Patrick Kluivert who has not been proven in training to be a substitute for Shin Tae Yong 3 of Minford's neighbor's houses, 2 houses were hit by lightning houses"
breaking news patrick kluivert sebagai pelatih baru timnas indonesia 1 patrick kluivert dikabarkan akan menjadi pelatih timnas indonesia menggantikan shin tae yong yang dipecat senin 6 1 2025 2 performa patrick kluivert sebagai pemain memang tak diragukan saat menjadi ,Breaking News Patrick Kluivert as the new coach of the Indonesian National Team 1 Patrick Kluivert is rumored to be the coach of the Indonesian national team replacing Shin Tae Yong who was fired on Monday 6 1 2025 2 Patrick Kluivert's performance as a player was no doubt when becoming
alasan milih karena track record bagus milih karena dia satu satunya yg mau dateng utk interview thanks coach shin tae yong semoga ini tidak jadi karma bagi timnas indonesia ,the reason for choosing because the track record is good to choose because he is the only one who wants to come to interview thanks coach shin tae yong hopefully this will not be karma for the Indonesian national team
 pantas dipecat inilah 5 dosa besar shin tae yong ,This is the first to be fired 5 Shin Tae Yong's Great Sin
 aku tetap shin tae yong,I'm still Shin Tae Yong
 pantas dipecat inilah 5 dosa besar shin tae yong ,This is the first to be fired 5 great sins shin tae yong
pssi menyampaikan ada 2 evaluasi kepada shin tae yong di antaranya strategi permainan dan komunikasi antar pelatih dengan pemain ,PSSI said that there were 2 evaluations to Shin Tae Yong including game strategies and communication between coaches and players
1 netizen tuding pemecatan shin tae yong karena tekanan mafia bola 2 3 ketua umum pssi erick thohir mengatakan tidak tekanan tekanan memperbaiki liga 1 amp 2 jauh lebih berat ia juga mengatakan dirinya bukan orang yang mudah ditekan tekan sty evello sumber ,1 netizen accusing the dismissal of Shin Tae Yong because of the pressure of the ball mafia 2 3 PSSI Chairperson Erick Thohir said that no pressure on the AMP 2 League 1 was much heavier he also said he was not an easily pressure on Evello Sumber Sty
gw kalau jadi anaknya shin tae yong juga bakal marah banget sih ke pssi,Gw if his son Shin Tae Yong will also be angry at PSSI
sebelum itu hubungan shin tae yong dengan saddil ramdani juga diketahui meregang pemicunya adalah kedisiplinan dan attitude sang pemain sabah fc itu akibatnya saddil tak dipanggil alias ditepikan dari skuad garuda hingga saat ini ,Before that Shin Tae Yong's relationship with Saddil Ramdani was also known to stretch the trigger was discipline and attitude of the Sabah FC player as a result Saddil was not called alias is pulled from the Garuda squad until now
terima kasih coach shin tae yong atas jasamu dalam perkembangan sepak bola tanah air ,Thank you Coach Shin Tae Yong for your job in the development of homeland football
ini alasan utama pssi ganti shin tae yong demi timnas indonesia lolos ke piala dunia 2026 jika timnas gagal melaju kebabak lanjutan atau tdk lolos menuju piala dunia maka keputusan memecat coach shin merupakan blunder terbesar yg dilakukan oleh pssi ,This is the main reason PSSI changes Shin Tae Yong for the Indonesian national team to qualify for the 2026 World Cup if the national team fails to advance to the advanced or not qualify for the World Cup then the decision to fire the Coach Shin is the biggest blunder made by PSSI
 pantas dipecat inilah 5 dosa besar shin tae yong ,This is the first to be fired 5 Shin Tae Yong's Great Sin
1 netizen tuding pemecatan shin tae yong karena tekanan mafia bola 2 3 ketua umum pssi erick thohir mengatakan tidak tekanan tekanan memperbaiki liga 1 amp 2 jauh lebih berat ia juga mengatakan dirinya bukan orang yang mudah ditekan tekan ,1 Netizen accusing the dismissal of Shin Tae Yong because of the pressure of the ball mafia 2 3 PSSI Chairperson Erick Thohir said that no pressure on the AMP 2 League 1 was much heavier he also said he was not an easily pressure person
menurutku sih mbok ya selesaikan dululah 4 pertandingan babak ke3 kualifikasi ini jika timnas gagal pecat pecatlah shin tae yong namun ditengah jalan sty udah dipecat trus jika pelatih baru juga gagal mau ditaruh di mana muka kalian siap mundur amp bubar ,"In my opinion, Mbok is finished, finish 4 of the 3rd round matches of this qualifying if the national team fails to fire Shin Tae Yong, but in the middle of the road, it has been fired then if the new coach also fails to be put in place where your face is ready to retreat AMP disperse"
shin tae yong capek nulis keluh kesah di ni klen baca sendiri laa keluh kesah aing ,Shin Tae Yong Capek wrote a sigh of relief in this Klen Read on his own lying
bagian 4 ini adalah pertandingan ke 22 29 coach shin tae yong saat masih menjadi pelatih timnas kala itu baru ada 3 pemain yg besar amp bertumbuhnya di luar negeri di dlm skuad garuda ketiga pemain itu adalah marc klok jordi amat amp elkan baggot timnasday ,Part 4 is the 22nd match 29 Coach Shin Tae Yong when he was still the coach of the national team at that time there were only 3 big players who were growing abroad in the Garuda squad the three players were Marc Klok Jordi Amat Amp Baggot National Teamday
berharap shin tae yong jadi pelatih timnas malaysia dan sepak bolanya maju biar makin nyesek yang di ganti orang orang di federasinya bukan pelatihnya terimakasihsty pelatih sad sedih ,"Hoping Shin Tae Yong to be the coach of the Malaysian national team and his football forward so that it is more nasty that people are replaced in the federation, not the coach, thank you coach Sad Sad"
pantas dipecat inilah 5 dosa besar shin tae yong ,This is the first to be fired 5 great sins shin tae yong
pemecatan shin tae yong ungkap ketua umum pssi erick thohir sudah muncul sebelum babak kualifikasi piala dunia 2026 zona asia saat indonesia kalah melawan china ,Shin Tae Yong's dismissal said PSSI Chairperson Erick Thohir had appeared before the 2026 Asian Zone Qualification Round when Indonesia lost against China
terima kasih coach shin tae yong yang tulus untuk timnas indonesia ,Thank you Coach Shin Tae Yong who is sincere for the Indonesian national team
shin tae yong resmi diberhentikan dari jabatan pelatih timnas indonesia lihat lagi pencapaian yang dibuat sty selama menangani garuda ,Shin Tae Yong was officially dismissed from the position of coach of the Indonesian national team to see again the achievements made by Sty while handling Garuda
pelatih asal korea selatan shin tae yong telah menorehkan banyak prestasi bersama timnas indonesia namun kabar pemberhentiannya pada senin 6 1 2025 menimbulkan pro dan kontra di kalangan masyarakat ,South Korean coach Shin Tae Yong has made many achievements with the Indonesian national team but the news of his dismissal on Monday 6 1 2025 raises the pros and cons among the people
karena dia gairah menonton timnas hadir kembali perpisahan ini sakit dan kami belum siap kehilangan sosokmu coach shin tae yong stystay ,"Because he was passionate to watch the national team, this farewell was sick again and we were not ready to lose your figure coach Shin Tae Yong Stystay"
ng3w3 pelayan hotel yg jago susunya shin tae yong pemanasan judi dood bisadipegang zelena ,ng3w3 hotel waiter who is good at his milk shin tae yong warming gambling dood can be held by Zelena
 kalian masih dukung shin tae yong gak guys ,you are still supporting Shin Tae Yong Gak guys
shin tae yong resmi dipecat pssi blunderpssi mimpi timnas melaju ke piala dunia bakal terkubur terimakasihsty ,Shin Tae Yong is officially fired by PSSI PSSI Blunder Dream of the national team to advance to the World Cup will be buried thank you
belum ada satu minggu ucapan dan harapan coach shin tae yong eh tiba tiba kejadiannya begitu cepat ,There hasn't been a week of words and hopes for coach Shin Tae Yong eh suddenly the incident is so fast
wkwkwk se keluarga pada badmood gara gara shin tae yong keluar timnas ,wkwkwk a family in badmood because of Shin Tae Yong out of the national team
kondisi tersebut bisa dilihat dari meregangnya hubungan shin tae yong dengan elkan baggot hal itu dipicu sikap elkan baggot yang dinilai mengabaikan panggilan sty dalam ajang playoff olimpiade 2024 pada mei tahun lalu ,This condition can be seen from the stretch of Shin Tae Yong's relationship with Elkan Baggot.
teori konspirasi dari pemecatan shin tae yong adalah mafia afc dari bahrain ikut terlibat dalam proses ini dengan misi menyelamatkan bahrain dari kekalahan memalukan di gbk afcmafia wasitbotak ,The conspiracy theory of Shin Tae Yong's dismissal is that the AFC mafia from Bahrain was involved in this process with the mission of saving Bahrain from an embarrassing defeat at GBK Afcmafia Wasitbotak
peratusan kemenangan tiga jurulatih dari korea selatan sepanjang mengendali pasukan kebangsaan kim pan gon malaysia 54 29 park hang seo vietnam 47 27 shin tae yong indonesia 42 86 sumber ,Percentage of three South Korean coaches during the Kim Pan Gon Malaysia National Team 54 29 Park Hang Seo Vietnam 47 27 Shin Tae Yong Indonesia 42 86 Source
terima kasih shin tae yong ,Thank you Shin Tae Yong
keputusan pemecatan shin tae yong ini dapat menjadi beban berat bagi pssi jika pelatih baru tidak mampu membawa prestasi yang lebih baik yang pada akhirnya bisa melunturkan kepercayaan publik terhadap federasi itu sendiri yakni pssi ,"The decision to dismiss Shin Tae Yong can be a heavy burden for PSSI if the new coach is unable to bring better achievements which in turn can fade public trust in the federation itself, namely PSSI"
 terim kasih coach shin tae yong telah memberi kami gairah dan semangat untuk melihat timnas bertanding di setiap pertandingan sty ,Terim Love Coach Shin Tae Yong has given us passion and enthusiasm to see the national team competing in every style match
shin tae yong resmi dipecat pssi siapa yang akan menggantikan ,Shin Tae Yong is officially fired by PSSI who will replace
setelah shin tae yong dipecat padahal sedang ongoing di putaran 3 piala dunia ,After Shin Tae Yong was fired even though he was ongoing in round 3 of the World Cup
bung towel respon baik pemecatan shin tae yong hingga bilang ini secara tak terduga shin tae yong susunya van gaal pemanasan towel fabrizio erick thohir pssi lawak terimakasihsty frank de boer kuliah,Bung Towel Good Response to Shin Tae Yong Disappointment to say this is unexpectedly Shin Tae Yong's milk Van Gaal Warming Towel Fabrizio Erick Thohir PSSI Lawak Thank you Frank De Boer Lecture
difahamkan shin tae yong sangat gembira selepas meninggalkan indonesia saya amat gembira selepas letak jawatan ujarnya ,It is understood that Shin Tae Yong was very happy after leaving Indonesia I was very happy after his resignation
